"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Mapping the Extent of Louisiana’s Floods https://t.co/Cw6aFagtiH by @rudyomri, of oregongeography fame.",FALSE,1,NA,2016-08-23 16:18:03,FALSE,NA,"768120126734344192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"GISTech in leading ITco. They have 60 jobs open thru Dec. Anyone with two or more GIScience courses: apply! https://t.co/XE5DCqjpjy",FALSE,0,NA,2016-08-22 16:24:52,FALSE,NA,"767759453256949760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD? #GetAJob check out the latest #jobsforgeographers here: https://t.co/L5tDyUXxB1",FALSE,0,NA,2016-08-18 21:59:30,FALSE,NA,"766394115722391552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD? Get some programming skills to go with that GIS gig.  https://t.co/knfoqGPVlm via @directionsmag",FALSE,0,NA,2016-08-17 21:10:03,FALSE,NA,"766019283512008704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Trying to find the perfect chart? Brush up on your advanced cart? @tableau has you covered. https://t.co/VSgx8oM5bp",FALSE,0,NA,2016-08-16 16:05:07,FALSE,NA,"765580154353561601",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#UOInfoGraphics is hiring a web developer and cartographer! https://t.co/JOjagZT0Rc",FALSE,1,NA,2016-08-12 03:22:01,FALSE,NA,"763938562542755841",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",3,FALSE,FALSE,NA,NA
"#goodadvice https://t.co/fmdPRxjkwd",FALSE,0,NA,2016-08-05 16:43:45,FALSE,NA,"761603611432329216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Here's how to defeat them the computers scanners and HR folks scanning yoru resumes! https://t.co/RNzAdjPDng",FALSE,0,NA,2016-07-29 17:08:40,FALSE,NA,"759073167293816832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD? What would a geographer do? TONS of resources @uocareercenter Take advantage when you get back to campus! https://t.co/8F2jS4k988",FALSE,0,NA,2016-07-29 15:36:37,FALSE,NA,"759049999799885825",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Enter the #GlobalContentChallenge by @Esri https://t.co/n4NtcDpSv4",FALSE,0,NA,2016-07-28 20:22:16,FALSE,NA,"758759497892454400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"#WWGD? Work for the @EugeneChamber of Commerce as an Economic Program Sepcialist. #entrylevel! https://t.co/b7yO5GHA9K",FALSE,1,NA,2016-07-26 15:28:05,FALSE,NA,"757960689541525504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD Tons of new jobs posted! Americorps positions in Portland! Entry-level GIS and biophysical geography. https://t.co/hkuAYEb2bW",FALSE,0,NA,2016-07-18 18:17:47,FALSE,NA,"755104292017627136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD what would a geographer do? #betterlatethannever A synopsis of Geography Club's visit to @HJA_Live in May! https://t.co/RF9vy2wgcK",FALSE,1,NA,2016-06-28 16:42:34,FALSE,NA,"747832573817065472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD More jobs for geographers posted!
https://t.co/hkuAYEb2bW",FALSE,0,NA,2016-06-24 18:23:28,FALSE,NA,"746408414134210561",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Thanks @nichom for the help! https://t.co/Yu3CwEBxyU",FALSE,1,NA,2016-06-24 18:23:04,FALSE,NA,"746408316293681152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Study in Australia for a graduate degree! https://t.co/JHL0R9qiml",FALSE,1,NA,2016-06-16 18:38:24,FALSE,NA,"743513072543760384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"#WhyofWhere does your food come from? Where its grown now? Some fun #interactivityoffood! https://t.co/NJbFpnNaws #Geography",FALSE,0,NA,2016-06-16 18:34:57,FALSE,NA,"743512202699640832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Grads are moving on! We get to move on to summer! #UOSummer! Hint, hint, #tellyourfriends! #takegeography! https://t.co/ZS1OFFzchh",FALSE,0,NA,2016-06-14 20:17:33,FALSE,NA,"742813247418425344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD? Geography Commencement and Open House! Come see graduates and the #augmentedrealitystreamtable! #finallyfinished",FALSE,1,NA,2016-06-10 15:35:13,FALSE,NA,"741292645079621632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD? New jobs in #Portland! https://t.co/L5tDyUXxB1",FALSE,0,NA,2016-06-09 16:17:32,FALSE,NA,"740940906195353601",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#DoIt https://t.co/GeVoao4eEe",FALSE,0,NA,2016-06-09 16:15:57,FALSE,NA,"740940507791036416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"@UOSummer classes in #geography! Human-env't relations, #digitaltechnologies, and #learnaboutyourworld. Take some fun, online #geneds!",FALSE,1,"UOSummer",2016-06-08 15:44:56,FALSE,NA,"740570312723464193","525566179","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#oilboom Williams County, ND is hiring a GIS Anlayst https://t.co/6tcOmBK3la",FALSE,0,NA,2016-06-06 22:59:31,FALSE,NA,"739954902592409600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"@NationBuilder is hiring UOGeog GIS students for a local gig this summer. #resumebuilder https://t.co/ts9SeHCbey",FALSE,0,"NationBuilder",2016-06-02 17:26:49,FALSE,NA,"738421626065276928","35096740","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"@Univ_Of_Oregon #Geography prof Alec Murphy: how geography helps understand the Syrian Civil War. Thanks @yntonight https://t.co/3LikfiDAtR",FALSE,1,"uoregon",2016-05-20 18:40:27,FALSE,NA,"733729114423709696","40940457","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD? Work for @TilsonTech on a #Google contract! Doing #GIS! In Portland! https://t.co/lCxVVaEGRc #TheDream",FALSE,1,NA,2016-04-25 18:42:48,FALSE,NA,"724670008366784513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",2,FALSE,FALSE,NA,NA
"#WWHD play with a 3D stream table! https://t.co/YV9phNEknm",FALSE,0,NA,2015-11-05 23:53:58,FALSE,NA,"662417602648535040",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","uogeog",0,FALSE,FALSE,NA,NA
"Explore Geography is on! Come on in! https://t.co/oSuJ76EneT",FALSE,0,NA,2015-11-05 23:42:39,FALSE,NA,"662414754158264320",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD They'd come to the Oregon Geography open House today at 3:30 on the first floor of Condon! Come see, eat, and meet!",FALSE,0,NA,2015-11-05 16:31:51,FALSE,NA,"662306342074368000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"#whyofwhere Why is Yemen vulnerable?  https://t.co/JojTan77Ga",FALSE,1,NA,2015-11-04 23:11:07,FALSE,NA,"662044431458000898",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"The River Research Group is in the Emerald! #WWGD ?https://t.co/LahGilvzOt",FALSE,0,NA,2015-11-04 23:04:06,FALSE,NA,"662042665685356544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#whyofwhere Can you identify these cities? https://t.co/aLluCVycaa",FALSE,0,NA,2015-11-03 16:41:37,FALSE,NA,"661584021428682752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#wwgd They'd go to the jobs for geographers page at the Univ of Oregon! https://t.co/hkuAYEb2bW",FALSE,0,NA,2015-10-27 18:24:57,FALSE,NA,"659073312576802816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"UO Geog alumni, let me know if you are coming! https://t.co/qMd7KtwtLP https://t.co/4ezhgNHIhm",FALSE,0,NA,2015-10-26 16:21:11,FALSE,NA,"658679778640134144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"#WWGD what wld a geographer do? Ask Riley Champine on the uo geog alumni blog: https://t.co/Z6hgpHM7nu",FALSE,0,NA,2015-10-26 15:44:44,FALSE,NA,"658670605974134785",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#nacis2015 A reunion of Carto-Ducks! https://t.co/brfVhOJ9o6",FALSE,3,NA,2015-10-22 18:19:48,FALSE,NA,"657260076613300224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",2,FALSE,FALSE,NA,NA
"#WWGD They do research on water projects and their impacts on local communities. Way to go Irene Klock! https://t.co/Ar21pX24bc",FALSE,0,NA,2015-10-22 18:13:17,FALSE,NA,"657258439433830400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD Teach US students Geography! https://t.co/UCT3mW5Xcl",FALSE,0,NA,2015-10-20 22:06:56,FALSE,NA,"656592464078180352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"Now this is a good (great!) ideas! https://t.co/ywuPChjeEP @MapsForGood",FALSE,0,NA,2015-10-20 16:47:59,FALSE,NA,"656512196894035968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"GIS analyst position in Reno!
https://t.co/TuMDjSGxuX",FALSE,0,NA,2015-10-20 16:31:43,FALSE,NA,"656508102460600320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"#WWGD What would a geographer do? Let's begin! Dr Lee Schwartz, The Geographer, US Dept of State! https://t.co/yG0UJl0KPa",FALSE,0,NA,2015-10-13 23:47:08,FALSE,NA,"654080962922328065",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"Just posted a photo https://t.co/jtEa7OP5I8",FALSE,0,NA,2015-10-08 23:55:04,FALSE,NA,"652271022339522560",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","uogeog",0,FALSE,FALSE,NA,NA
"Maps and football!: Nike unveils new Oregon Pioneers uniforms for Washington State game http://t.co/LYKeWRbYQN via @AddictedToQuack",FALSE,1,NA,2015-10-05 19:33:27,FALSE,NA,"651118018819264516",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Check out an new article about @msmlejackson  work in Iceland! 
https://t.co/gOd1vpAkMn",FALSE,0,NA,2015-10-02 16:47:55,FALSE,NA,"649989196854132736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Need a part-time job? Oct 8-9, 8am-3pm in EMU amphitheater. Part-time jobs fair! https://t.co/9Uw6E9G0z7",FALSE,0,NA,2015-10-01 21:50:18,FALSE,NA,"649702904832487424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"First Geography Club meeting will be Thurs, Oct 8th at 5pm in the Tea Room! Grads and undergrads welcome!",FALSE,0,NA,2015-09-30 18:26:10,FALSE,NA,"649289148268810240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Represent UO Geog with #lifeasageoscientist photo contest! http://t.co/yMVcEDRwiz",FALSE,0,NA,2015-09-30 15:49:19,FALSE,NA,"649249675787177984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Updated #jobsforgeographers! http://t.co/hkuAYEb2bW",FALSE,0,NA,2015-09-28 16:16:03,FALSE,NA,"648531625366544384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"Just a reminder for the start of your 2015-2016 school year! (by UO alum Mary Crooks!) #whatisgeography  http://t.co/ZHdFFrMMmM",FALSE,1,NA,2015-09-28 15:46:55,FALSE,NA,"648524295216328704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Scale matters https://t.co/1aWlZ1tgwO",FALSE,0,NA,2015-09-23 16:22:34,FALSE,NA,"646721325248069632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"PDX Cartography Symposium Nov 3rd, keynote by @Jim_Meacham! Go see him talk mapping wildlife migration! http://t.co/fX8qGxEqsT",FALSE,1,NA,2015-09-23 16:21:32,FALSE,NA,"646721066987982848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"The Living Wage Gap: State by State http://t.co/wqgHKHs3CX",FALSE,0,NA,2015-09-22 22:17:33,FALSE,NA,"646448273473998848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"@bradsimantel Sorry! I posted a revised link: http://t.co/XvWFzb0Lec",FALSE,0,"bradsimantel",2015-09-22 18:15:13,FALSE,"643494714902188032","646387287157178368","527123659","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"New GeoDucks alumni blog! (with revised address!) Go see Charlie Hockett @westwardwheels! http://t.co/XvWFzb0Lec",FALSE,1,NA,2015-09-14 23:17:21,FALSE,NA,"643564219636383745",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",2,FALSE,FALSE,NA,NA
"Help @WilRiverkeeper with the #GreatWillametteCleanup on Oct 3. Register here http://t.co/b5ht4J5lAH",FALSE,0,NA,2015-09-14 17:50:02,FALSE,NA,"643481846337015808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"First #TeaTalk! Oct 1st! Come hear about the Russian-Ukrainian conflict! http://t.co/CIxuvyVwYF",FALSE,0,NA,2015-09-14 17:30:02,FALSE,NA,"643476813889409025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"An idea or inspiration for a class project! https://t.co/Gnqh3en3cu",FALSE,0,NA,2015-09-14 17:25:33,FALSE,NA,"643475687295180800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Current #jobsforgeographers, and useful sites to keep an eye on: http://t.co/wdByhp9HfG",FALSE,0,NA,2015-08-31 17:51:30,FALSE,NA,"638408786286260224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Help Us Map America's Best/Worst Pun Business Names: @atlasobscura http://t.co/cB1arBr7Wx",FALSE,0,NA,2015-08-26 20:43:55,FALSE,NA,"636640236240400384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"Internship with National Geographic!
https://t.co/kQkRDeNU6W",FALSE,0,NA,2015-08-13 20:50:01,FALSE,NA,"631930731040632832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"High tech seeks liberal arts! http://t.co/gTfKDrvm0m",FALSE,0,NA,2015-08-12 15:47:10,FALSE,NA,"631492127935967233",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Help fix @Wikipedia maps! Aug 28 - Sept 4 http://t.co/UEtVEZNck3",FALSE,0,NA,2015-07-16 21:09:07,FALSE,NA,"621788678864506880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
"Bad Maps Are Everywhere These Days. Here's How to Avoid Being Fooled http://t.co/b1OApykE5z",FALSE,0,NA,2015-07-01 15:16:46,FALSE,NA,"616264185572257796",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",1,FALSE,FALSE,NA,NA
"A new resource for UO Geographers! http://t.co/hkuAYEb2bW",FALSE,0,NA,2015-06-29 19:00:44,FALSE,NA,"615595773799968768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uogeog",0,FALSE,FALSE,NA,NA
