"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"UO undergrads get hands-on experience helping @UO_OIMB collect specimens along Oregon Coast for massive… https://t.co/Ow3qTM5vRu",FALSE,35,NA,2018-12-13 17:22:24,TRUE,NA,"1073266904389820417",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",5,FALSE,FALSE,NA,NA
"Congrats to this year's Outstanding Employee Awards winners! Thank you for your efforts! https://t.co/PU3H7ernsw https://t.co/lq9j6afahx",FALSE,19,NA,2018-12-13 16:20:13,FALSE,NA,"1073251253549977602",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",0,FALSE,FALSE,NA,NA
"If you're on campus and wondering if that building will be open or that service will be available over winter break… https://t.co/Cbet1nSlsw",FALSE,11,NA,2018-12-13 03:20:05,TRUE,NA,"1073054924802588675",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",2,FALSE,FALSE,NA,NA
"Nominations sought for UO Board of Trustees student seat. https://t.co/QqqWGWVpSU https://t.co/OeRs3f6rhF",FALSE,6,NA,2018-12-12 23:35:07,FALSE,NA,"1072998312301772800",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",2,FALSE,FALSE,NA,NA
"Bringing bugs and people together might not sound like a great idea, but if it's done in the proper setting it coul… https://t.co/zQPXg0rasz",FALSE,2,NA,2018-12-12 20:55:10,TRUE,NA,"1072958060925194240",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",0,FALSE,FALSE,NA,NA
"As their enrollment has tripled over the past 20 years, the influences of Latinx students can be felt throughout ca… https://t.co/WLanQBO187",FALSE,16,NA,2018-12-12 17:04:40,TRUE,NA,"1072900051368902656",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",1,FALSE,FALSE,NA,NA
"Some campus services, buildings have reduced their hours over winter break. Here's the lowdown on what's open and w… https://t.co/VJWFRbu1Bl",FALSE,8,NA,2018-12-12 03:10:05,TRUE,NA,"1072690022032310274",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",2,FALSE,FALSE,NA,NA
"After receiving a record number of applicants, the Wayne Morse Center for Law and Politics recently welcomed 31 new… https://t.co/kw53i2zeXf",FALSE,34,NA,2018-12-12 00:55:05,TRUE,NA,"1072656049856016385",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",4,FALSE,FALSE,NA,NA
"Thanks to everyone who came out to last Friday's @LaneArtsCouncil  #FirstFridayArtWalk and helped us open 510 Oak,… https://t.co/amjXx1PSes",FALSE,10,NA,2018-12-11 23:40:04,TRUE,NA,"1072637171314638849",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",0,FALSE,FALSE,NA,NA
"Earthquakes, the Black Panther Party, and the Supreme Court are the latest UO experts presentations added to the ""W… https://t.co/At8MVFVQO5",FALSE,11,NA,2018-12-11 19:50:11,TRUE,NA,"1072579318818238468",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",2,FALSE,FALSE,NA,NA
"You may have noticed a bunch of new emojis on your phone — a kangaroo, a bagel, a skateboard, redheads, super villa… https://t.co/Ucn5WTvhKx",FALSE,7,NA,2018-12-11 16:45:23,TRUE,NA,"1072532812115398657",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",1,FALSE,FALSE,NA,NA
"How can one third of the world's population survive with a tiny hole in their heart? Andrew Lovering of @HphyUo exp… https://t.co/xFxkLIKzQQ",FALSE,6,NA,2018-12-10 20:15:18,TRUE,NA,"1072223251366117377",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",1,FALSE,FALSE,NA,NA
"ICYMI: Huge congrats to @uoCHandBIC's Marina Guenza for being named a fellow by the American Association for the Ad… https://t.co/1QSnlPzK44",FALSE,8,NA,2018-12-10 16:45:22,TRUE,NA,"1072170420953120769",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",0,FALSE,FALSE,NA,NA
"One third of the world's population has a tiny hole in their heart, yet many carry on without knowing and with litt… https://t.co/zqLuhjUloA",FALSE,15,NA,2018-12-10 01:00:35,TRUE,NA,"1071932656504528896",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",1,FALSE,FALSE,NA,NA
"When researchers, including several at the UO, first detected the gravitational waves in deep space, it was a miles… https://t.co/n3mjnpoGUN",FALSE,10,NA,2018-12-09 20:20:11,TRUE,NA,"1071862093522055170",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",3,FALSE,FALSE,NA,NA
".@uoregondesign's Brook Muller says re-imagining mosquito research facilities and bringing humans closer to the ins… https://t.co/vDMPNpnB0D",FALSE,3,NA,2018-12-09 16:35:06,TRUE,NA,"1071805448515436545",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",0,FALSE,FALSE,NA,NA
"Congrats to @uoCHandBIC's Mike Pluth (@mdpluth), who recently received the Oregon Medical Research Foundation’s Ric… https://t.co/y8NvUSbpXj",FALSE,12,NA,2018-12-09 00:55:04,TRUE,NA,"1071568879669907457",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",1,FALSE,FALSE,NA,NA
"What goes on in the human brain during a complex performance? UO psychology researchers used electrodes to document… https://t.co/JpKgFserHx",FALSE,6,NA,2018-12-08 21:05:06,TRUE,NA,"1071511005262417920",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",3,FALSE,FALSE,NA,NA
"A genomic-analysis technology invented at the UO brought a Lund University doctoral student together with the UO’s… https://t.co/xmY6V2PyhK",FALSE,11,NA,2018-11-21 17:10:23,TRUE,NA,"1065291345596694530",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",2,FALSE,FALSE,NA,NA
"Better forest management won’t end wildfires, but it can reduce the risks, write UO's @cassmos and @ColoStateNews's… https://t.co/GGsD1BwaRy",FALSE,14,NA,2018-11-20 17:49:08,TRUE,NA,"1064938708711858176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uoregon",3,FALSE,FALSE,NA,NA
"As part of our Native American Heritage Month observances, photographer Matika Wilbur will be coming to the UO on N… https://t.co/itv40Po1AT",FALSE,25,NA,2018-11-19 18:05:19,TRUE,NA,"1064580394484412416",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",11,FALSE,FALSE,NA,NA
"UO postdoc solves mystery of isolated, flightless Atlantic island birds. https://t.co/KUYAIyhOB3 https://t.co/fh0KeQEvlq",FALSE,12,NA,2018-11-19 00:50:05,FALSE,NA,"1064319866960781312",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",3,FALSE,FALSE,NA,NA
"How can a tiny worm help scientists cure disease? The University Venture Development Fund helped UO faculty members… https://t.co/dtiwTm1jfR",FALSE,14,NA,2018-11-18 22:20:10,TRUE,NA,"1064282139448012801",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",3,FALSE,FALSE,NA,NA
"Have a question about on-campus resources, important deadlines, or finals schedules? Find the answers to these ques… https://t.co/eU4r3EaRQG",FALSE,4,NA,2018-11-18 19:45:08,TRUE,NA,"1064243127177961472",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",0,FALSE,FALSE,NA,NA
"A UO earth scientist has identified ancient soils newly exposed in Greenland as potentially being 3.7 billion years… https://t.co/mQLLmKJswf",FALSE,13,NA,2018-11-18 16:30:26,TRUE,NA,"1064194129616343042",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","uoregon",3,FALSE,FALSE,NA,NA
